id,true_0,score_0,score_1
71,0.0,0.99999917,8.0845336e-07
72,1.0,1.4359015e-06,0.99999857
73,1.0,6.0804174e-05,0.9999392
74,1.0,1.3634561e-06,0.9999987
75,0.0,1.0,3.265311e-08
76,1.0,5.190427e-07,0.9999995
77,1.0,6.132729e-05,0.9999387
78,0.0,0.9999987,1.2566223e-06
79,1.0,4.147931e-06,0.9999958
80,1.0,3.119727e-05,0.99996877
81,1.0,1.9699155e-05,0.99998033
82,1.0,3.8815938e-07,0.99999964
83,1.0,2.8970303e-06,0.99999714
84,1.0,0.00011993868,0.9998801
85,1.0,5.716807e-05,0.9999428
86,0.0,0.99999976,2.086872e-07
87,0.0,1.0,1.00068745e-10
88,1.0,7.5049147e-06,0.9999925
89,0.0,0.99999976,2.2276242e-07
90,1.0,3.6139334e-06,0.9999964
91,1.0,4.3671946e-07,0.9999995
92,0.0,0.9999969,3.07725e-06
93,1.0,3.9791747e-05,0.9999602
94,1.0,1.0338753e-05,0.9999896
95,0.0,1.0,6.6356414e-09
96,0.0,0.99999917,8.824211e-07
97,1.0,2.131819e-06,0.99999785
98,0.0,1.0,1.8092455e-09
99,1.0,5.911276e-06,0.99999404
100,1.0,2.0012265e-05,0.99998
101,1.0,1.7239412e-05,0.9999827
102,1.0,1.9852444e-06,0.999998
103,1.0,5.4030993e-06,0.99999464
104,1.0,2.4629546e-06,0.9999975
105,1.0,0.0002189791,0.9997811
106,1.0,2.0897407e-06,0.99999785
107,0.0,0.9999982,1.8015489e-06
108,1.0,8.360238e-07,0.99999917
109,1.0,7.2223584e-06,0.9999927
110,1.0,3.0014778e-07,0.99999964
111,1.0,3.3010351e-06,0.99999666
112,0.0,1.0,1.2309448e-09
113,1.0,8.906227e-06,0.99999106
114,0.0,1.0,2.2982968e-08
115,1.0,8.6829726e-07,0.99999917
116,1.0,2.2496646e-05,0.99997747
117,1.0,4.1375744e-05,0.99995863
118,0.0,0.9999769,2.3122777e-05
119,0.0,1.0,2.349019e-12
120,1.0,3.6343633e-06,0.9999964
121,0.0,1.0,7.4831994e-16
122,1.0,2.935214e-07,0.99999976
123,1.0,4.512775e-06,0.99999547
124,1.0,1.3079347e-05,0.9999869
125,1.0,2.0669556e-06,0.999998
126,0.0,1.0,1.9271383e-08
127,1.0,1.6924374e-06,0.99999833
128,0.0,0.999997,3.0233366e-06
129,1.0,8.3508434e-07,0.99999917
130,1.0,0.00012607157,0.9998739
131,1.0,3.6525602e-05,0.9999635
132,1.0,0.00010465738,0.99989533
133,1.0,1.4229564e-06,0.99999857
134,1.0,2.8263362e-06,0.99999714
135,1.0,1.1251514e-06,0.9999989
136,1.0,2.3114735e-06,0.99999774
137,1.0,1.2166274e-05,0.99998784
138,1.0,9.652514e-06,0.99999034
139,1.0,1.2504443e-06,0.9999988
140,1.0,2.8591885e-06,0.99999714
141,0.0,1.0,1.4735739e-09
142,1.0,3.3023116e-05,0.999967
143,1.0,7.2244825e-07,0.9999993
144,0.0,0.9999895,1.0478573e-05
145,0.0,1.0,1.316487e-08
146,1.0,1.3045362e-06,0.9999987
147,1.0,2.0765901e-07,0.99999976
148,1.0,8.8897905e-06,0.99999106
149,1.0,1.6273238e-05,0.99998367
150,1.0,7.8403207e-07,0.99999917
151,1.0,1.8324322e-06,0.9999982
152,1.0,3.2304554e-06,0.9999968
153,1.0,1.5333445e-06,0.99999845
154,1.0,4.9331957e-06,0.9999951
155,0.0,1.0,5.7667284e-09
156,0.0,0.9998258,0.00017431166
157,1.0,1.2111125e-05,0.99998784
158,1.0,5.1544557e-06,0.9999949
159,1.0,8.061344e-06,0.9999919
160,1.0,0.00047076674,0.99952924
161,1.0,4.8484613e-05,0.9999515
162,1.0,5.0361297e-08,1.0
163,1.0,5.8829486e-05,0.9999411
164,0.0,0.9999937,6.3770835e-06
165,0.0,0.99999976,2.1102392e-07
166,0.0,1.0,4.5530804e-08
167,1.0,0.00013511098,0.9998648
168,0.0,1.0,5.230495e-09
169,1.0,1.7316147e-07,0.9999999
170,1.0,1.380417e-05,0.9999862
171,0.0,1.0,1.4735796e-09
172,1.0,7.44178e-07,0.9999993
173,1.0,4.7552926e-06,0.99999523
174,0.0,0.9999999,1.3406836e-07
175,1.0,1.2996936e-05,0.999987
176,1.0,6.282657e-07,0.9999994
177,1.0,2.6507737e-06,0.9999974
178,1.0,5.2950386e-06,0.99999475
179,1.0,3.7101037e-07,0.99999964
180,0.0,0.9999993,7.21106e-07
181,1.0,2.2265158e-07,0.99999976
182,1.0,0.00015468162,0.99984527
183,1.0,6.9522044e-05,0.9999305
184,1.0,1.7212616e-06,0.99999833
185,0.0,1.0,1.4226314e-08
186,1.0,0.000307446,0.99969256
187,0.0,0.99975175,0.0002482914
188,1.0,7.505266e-06,0.9999925
189,1.0,3.3315832e-06,0.99999666
190,1.0,2.9193845e-06,0.99999714
191,0.0,1.0,8.918278e-11
192,1.0,5.0070514e-07,0.9999995
193,1.0,4.7537918e-07,0.9999995
194,1.0,1.2208012e-05,0.99998784
195,1.0,1.0168833e-06,0.9999989
196,1.0,3.6782665e-06,0.9999963
197,1.0,0.00017623186,0.99982375
198,1.0,6.513439e-07,0.9999994
199,1.0,3.219638e-06,0.9999968
200,1.0,9.398232e-07,0.99999905
201,1.0,5.7570594e-07,0.9999994
202,1.0,0.00093865255,0.9990614
203,1.0,5.405555e-07,0.9999994
204,0.0,0.99999774,2.2440736e-06
205,1.0,1.6689421e-06,0.99999833
206,1.0,6.2619038e-06,0.9999937
207,0.0,1.0,1.6033309e-09
208,1.0,5.5904216e-05,0.9999441
209,1.0,0.0001819572,0.999818
210,0.0,1.0,2.0897064e-09
211,1.0,4.2898546e-07,0.9999995
212,1.0,2.7263143e-06,0.99999726
213,0.0,0.99999964,3.344095e-07
214,0.0,0.9999999,1.08070125e-07
215,0.0,0.99999917,8.902958e-07
216,1.0,1.2811869e-06,0.9999987
217,0.0,0.9999988,1.1930069e-06
218,1.0,0.0010198491,0.9989801
219,1.0,1.3634913e-06,0.9999987
220,0.0,0.9999999,1.1928199e-07
221,1.0,8.029372e-07,0.99999917
222,1.0,6.014123e-05,0.9999398
223,0.0,0.99999464,5.3289996e-06
224,1.0,6.776246e-06,0.9999932
225,1.0,7.7590505e-07,0.99999917
226,0.0,0.9999995,5.1757763e-07
227,0.0,0.99999917,8.206781e-07
228,1.0,0.0004947138,0.9995053
229,1.0,4.2528836e-07,0.9999995
230,1.0,9.7931166e-05,0.999902
231,1.0,5.3173574e-07,0.9999995
232,0.0,0.999964,3.5979032e-05
233,1.0,3.4455468e-06,0.99999654
234,1.0,6.5255525e-05,0.9999348
235,1.0,6.3051866e-06,0.9999937
236,1.0,5.1466077e-07,0.9999995
237,1.0,1.4990083e-05,0.999985
238,1.0,1.8375635e-05,0.99998164
239,0.0,0.99999094,9.021211e-06
240,1.0,2.7667556e-06,0.99999726
241,1.0,1.9377592e-06,0.9999981
242,1.0,3.1947544e-05,0.99996805
243,1.0,1.390526e-05,0.99998605
244,1.0,2.325585e-06,0.9999976
245,1.0,5.0484357e-07,0.9999995
246,1.0,1.6734348e-06,0.99999833
247,1.0,2.951485e-06,0.999997
248,0.0,0.9999999,1.345306e-07
249,1.0,1.0703557e-06,0.9999989
250,1.0,1.3425213e-06,0.9999987
251,0.0,1.0,6.6085887e-12
252,1.0,6.072716e-07,0.9999994
253,1.0,0.0001598197,0.99984014
254,1.0,2.6572886e-06,0.9999974
255,1.0,4.3247555e-06,0.9999957
256,1.0,1.6256767e-05,0.9999838
257,1.0,2.2503702e-06,0.99999774
258,0.0,0.9999999,1.1489751e-07
259,1.0,5.009697e-06,0.999995
260,1.0,1.1404256e-06,0.9999988
261,1.0,0.0005357555,0.9994642
262,0.0,0.99997354,2.6436383e-05
263,1.0,7.771688e-05,0.9999223
264,0.0,1.0,2.4473783e-08
265,1.0,2.2559075e-06,0.99999774
266,1.0,8.17788e-06,0.9999918
267,1.0,5.960805e-07,0.9999994
268,1.0,2.2035167e-05,0.99997795
269,0.0,0.9999913,8.75434e-06
270,1.0,6.4364955e-05,0.9999356
271,1.0,4.794318e-05,0.9999521
272,1.0,6.7733513e-06,0.9999932
273,1.0,6.1886276e-05,0.99993813
274,0.0,1.0,4.4832844e-09
275,0.0,0.9999604,3.959767e-05
276,1.0,7.815388e-06,0.99999213
277,0.0,0.99999917,8.102433e-07
278,1.0,8.287118e-06,0.99999166
279,1.0,0.0001344322,0.99986553
280,1.0,6.5880784e-05,0.9999341
281,1.0,1.5345587e-06,0.99999845
282,1.0,2.3398235e-05,0.99997663
283,0.0,0.99999976,2.3647041e-07
284,1.0,3.519985e-05,0.99996483
285,0.0,0.9999975,2.4989192e-06
286,1.0,5.250709e-07,0.9999995
287,1.0,4.7379503e-06,0.99999523
288,0.0,0.99999666,3.350267e-06
289,1.0,6.6914515e-07,0.9999993
290,0.0,0.9999982,1.7990354e-06
291,0.0,1.0,9.987512e-09
292,1.0,2.099681e-06,0.99999785
293,1.0,3.5990914e-07,0.99999964
294,1.0,4.3237333e-06,0.9999957
295,1.0,3.4630227e-06,0.99999654
296,0.0,0.99997044,2.955777e-05
297,1.0,9.72163e-07,0.99999905
298,0.0,1.0,5.556086e-10
299,1.0,6.327571e-05,0.9999367
300,1.0,7.894982e-06,0.99999213
301,1.0,2.4824876e-05,0.9999752
302,1.0,1.1080732e-05,0.9999889
303,1.0,4.332732e-06,0.9999957
304,1.0,0.0006800476,0.9993199
305,0.0,0.99999905,1.0074652e-06
306,1.0,1.5126522e-05,0.99998486
307,1.0,6.437245e-06,0.99999356
308,1.0,4.708025e-07,0.9999995
309,1.0,1.0331875e-06,0.9999989
310,1.0,9.250401e-05,0.9999075
311,1.0,3.4156677e-05,0.9999658
312,1.0,5.721391e-06,0.9999943
313,1.0,7.879381e-07,0.99999917
314,1.0,2.5041367e-05,0.99997497
315,1.0,9.714373e-07,0.99999905
316,1.0,4.1334074e-06,0.9999958
317,1.0,1.3447097e-06,0.9999987
318,1.0,5.4982365e-07,0.9999994
319,1.0,9.823129e-07,0.99999905
320,0.0,0.9999999,1.306179e-07
321,1.0,0.00014014616,0.9998598
322,1.0,0.00013574738,0.9998642
323,1.0,1.2839334e-05,0.9999871
324,1.0,6.7578853e-06,0.9999932
325,1.0,1.3811828e-06,0.99999857
326,0.0,0.9999989,1.0924621e-06
327,0.0,0.9997917,0.00020833034
328,0.0,1.0,9.1911225e-09
329,1.0,3.8169496e-06,0.9999962
330,1.0,1.2326103e-07,0.9999999
331,1.0,5.323468e-06,0.99999464
332,0.0,0.99999964,3.005525e-07
333,1.0,2.9098146e-05,0.9999709
334,1.0,9.301964e-06,0.9999907
335,0.0,0.9999987,1.2922233e-06
336,1.0,8.712989e-05,0.99991286
337,1.0,2.0127052e-06,0.999998
338,1.0,8.749197e-07,0.99999917
339,1.0,0.0009036556,0.9990964
340,1.0,0.00027687658,0.99972314
341,1.0,3.2365486e-05,0.9999676
342,1.0,1.2524719e-06,0.9999987
343,0.0,0.99999976,1.820775e-07
344,0.0,0.99999917,8.9072813e-07
345,0.0,0.9999908,9.122136e-06
346,1.0,1.6838517e-06,0.99999833
347,1.0,0.00014550237,0.99985445
348,0.0,1.0,8.506298e-10
349,1.0,8.845325e-07,0.99999917
350,0.0,0.99998295,1.7075741e-05
351,1.0,2.6688392e-07,0.99999976
352,1.0,3.0701784e-05,0.99996924
353,0.0,0.99995124,4.8813778e-05
354,1.0,1.2811588e-06,0.9999987
355,1.0,3.024012e-07,0.99999964
356,1.0,2.5432682e-06,0.9999975
357,0.0,0.9999994,6.451636e-07
358,1.0,3.6026353e-07,0.99999964
359,0.0,0.9999926,7.3366323e-06
360,1.0,0.00012418236,0.9998758
361,1.0,0.000103793915,0.99989617
362,1.0,5.270787e-07,0.9999995
363,1.0,1.0448213e-06,0.9999989
364,1.0,4.2924596e-05,0.9999571
365,1.0,0.0003464157,0.9996536
366,1.0,0.00019578537,0.9998042
367,1.0,3.3949105e-05,0.999966
368,1.0,5.5191417e-06,0.9999945
369,0.0,0.9999987,1.3679718e-06
370,1.0,9.7839675e-06,0.9999902
371,1.0,2.098978e-05,0.999979
372,1.0,9.237117e-05,0.9999076
373,1.0,7.366134e-05,0.9999263
374,1.0,1.6302689e-05,0.99998367
375,1.0,3.3176366e-05,0.99996686
376,1.0,4.472159e-06,0.99999547
377,1.0,0.00013922858,0.99986076
378,1.0,4.398209e-06,0.9999956
379,1.0,2.2081736e-07,0.99999976
380,1.0,1.6251939e-06,0.99999833
381,0.0,0.9999995,4.93828e-07
382,1.0,7.767772e-07,0.99999917
383,0.0,1.0,1.4914965e-08
384,1.0,1.1670571e-06,0.9999988
385,1.0,6.1654578e-06,0.9999938
386,1.0,4.0319087e-06,0.99999595
387,1.0,1.313377e-05,0.9999869
388,0.0,0.99998105,1.8924842e-05
389,1.0,0.00016552866,0.9998344
390,1.0,1.7648177e-06,0.9999982
391,1.0,1.2775566e-05,0.99998724
392,1.0,6.3697866e-05,0.99993634
393,1.0,2.2561318e-05,0.99997747
394,1.0,5.208854e-07,0.9999995
395,0.0,1.0,1.2738237e-08
396,1.0,3.2256787e-07,0.99999964
397,1.0,1.3032803e-06,0.9999987
398,1.0,4.362268e-06,0.9999956
399,1.0,5.319447e-07,0.9999995
400,1.0,1.105345e-06,0.9999989
401,1.0,8.225123e-06,0.9999918
402,1.0,2.417195e-06,0.9999976
403,1.0,1.1626446e-06,0.9999988
404,1.0,4.1267585e-06,0.9999958
405,1.0,5.9746634e-07,0.9999994
406,1.0,0.00012922763,0.9998708
407,1.0,2.0791138e-06,0.999998
408,1.0,9.231708e-07,0.99999905
409,1.0,2.2829324e-06,0.99999774
410,0.0,0.99992347,7.653733e-05
411,1.0,4.6773243e-07,0.9999995
412,1.0,6.8648085e-05,0.99993134
413,0.0,1.0,1.5957548e-10
414,1.0,2.6442774e-06,0.9999974
415,1.0,1.6974986e-06,0.99999833
416,1.0,3.7513178e-07,0.99999964
417,1.0,2.0168882e-06,0.999998
418,1.0,6.5723354e-05,0.9999343
419,1.0,1.0004482e-06,0.99999905
420,0.0,0.9999999,8.008467e-08
421,1.0,1.272264e-05,0.99998724
422,1.0,0.00012055074,0.9998795
423,1.0,1.5042253e-05,0.999985
424,1.0,1.5204795e-05,0.99998474
425,1.0,1.0428441e-06,0.9999989
426,1.0,7.4292715e-05,0.99992573
427,0.0,0.99997866,2.1283258e-05
428,0.0,0.9999995,5.0432914e-07
429,1.0,4.349706e-06,0.9999957
430,1.0,3.6326645e-07,0.99999964
431,0.0,0.9999647,3.530046e-05
432,0.0,1.0,1.0453674e-08
433,1.0,5.0892086e-06,0.9999949
434,0.0,1.0,1.0537493e-08
435,0.0,1.0,1.2290126e-15
436,0.0,1.0,1.14027945e-11
437,0.0,0.9999894,1.05514855e-05
438,1.0,0.0005586647,0.9994413
439,0.0,1.0,1.072994e-09
440,1.0,5.676201e-05,0.99994326
441,1.0,7.37518e-05,0.9999262
442,1.0,3.2997372e-07,0.99999964
443,1.0,1.4621513e-06,0.99999857
444,0.0,0.9999999,1.1589169e-07
445,1.0,2.2837403e-05,0.9999771
446,1.0,2.0074472e-06,0.999998
447,1.0,8.519363e-05,0.99991477
448,1.0,1.18605136e-07,0.9999999
449,1.0,7.292181e-07,0.9999993
450,0.0,0.9999794,2.0646092e-05
451,1.0,2.5613661e-05,0.99997437
452,1.0,1.3870032e-05,0.9999862
453,1.0,5.3928532e-05,0.9999461
454,1.0,5.8039507e-07,0.9999994
455,0.0,0.9999999,1.466009e-07
456,1.0,0.00027882733,0.9997211
457,0.0,0.99999976,2.2454108e-07
458,1.0,6.9915455e-07,0.9999993
459,1.0,0.00034721947,0.99965274
460,0.0,0.99999976,2.110992e-07
461,0.0,0.99999917,8.8893415e-07
462,1.0,1.1871642e-06,0.9999988
463,1.0,8.51634e-06,0.99999154
464,1.0,2.8288816e-06,0.99999714
465,1.0,8.8729685e-05,0.9999113
466,1.0,1.8625475e-06,0.9999981
467,1.0,5.510538e-06,0.9999945
468,1.0,7.6382756e-05,0.9999236
469,1.0,4.9809955e-07,0.9999995
470,1.0,1.041273e-06,0.9999989
471,0.0,1.0,2.5016389e-08
472,1.0,2.515345e-05,0.99997485
473,0.0,0.9999702,2.97947e-05
474,1.0,0.00018169856,0.9998184
475,1.0,1.2907606e-05,0.9999871
476,1.0,2.1564751e-06,0.99999785
477,1.0,4.1265363e-07,0.99999964
478,1.0,1.1587781e-06,0.9999988
479,0.0,0.99999976,2.5187921e-07
480,0.0,0.9999646,3.5457753e-05
481,1.0,4.3024244e-07,0.9999995
482,1.0,2.0540608e-06,0.999998
483,0.0,1.0,1.2937094e-10
484,1.0,0.000100464415,0.9998995
485,0.0,0.9999659,3.4089288e-05
486,0.0,1.0,2.0265296e-09
487,0.0,1.0,7.991114e-09
488,1.0,1.2161338e-07,0.9999999
489,1.0,9.262503e-07,0.99999905
490,1.0,1.2623248e-05,0.99998736
491,1.0,2.9127276e-07,0.99999976
492,0.0,0.9999945,5.4496268e-06
493,1.0,8.196066e-07,0.99999917
494,1.0,1.0730911e-05,0.9999893
495,1.0,1.0435864e-06,0.9999989
496,0.0,0.99999774,2.241601e-06
497,1.0,5.262656e-07,0.9999995
498,1.0,3.078195e-06,0.9999969
499,1.0,3.1759253e-06,0.9999968
500,1.0,3.6584584e-06,0.9999963
501,1.0,2.4893457e-06,0.9999975
502,0.0,0.9999999,6.667309e-08
503,1.0,1.2135925e-05,0.99998784
504,1.0,8.6007945e-05,0.99991393
505,1.0,6.6550996e-07,0.9999993
506,1.0,6.171678e-07,0.9999994
507,1.0,1.9351706e-05,0.9999807
508,1.0,8.0038684e-05,0.99992
509,1.0,8.521565e-05,0.99991477
510,0.0,0.9999403,5.9664297e-05
511,1.0,1.7565986e-05,0.9999825
512,0.0,0.9999999,1.3380766e-07
513,1.0,0.00031727095,0.9996828
514,1.0,9.76982e-07,0.99999905
515,0.0,0.9999691,3.0856e-05
516,1.0,2.4479862e-06,0.9999975
517,0.0,1.0,4.5741626e-08
518,0.0,1.0,9.421254e-10
519,1.0,7.802013e-05,0.9999219
520,1.0,1.6652838e-06,0.99999833
521,0.0,0.9999995,4.9023083e-07
522,0.0,1.0,8.702739e-10
523,1.0,3.721353e-05,0.9999628
524,1.0,3.7779027e-06,0.9999962
525,0.0,1.0,5.2659658e-11
526,0.0,1.0,2.3067265e-10
527,1.0,4.0392138e-06,0.99999595
528,1.0,1.1140332e-06,0.9999989
529,1.0,2.2846966e-06,0.99999774
530,1.0,3.9181698e-05,0.9999608
531,1.0,9.26562e-06,0.9999907
532,0.0,0.9999155,8.454788e-05
533,0.0,0.99994004,5.992386e-05
534,1.0,8.997137e-06,0.99999106
535,0.0,0.9999999,1.192928e-07
536,1.0,0.0001170099,0.99988294
537,1.0,6.503398e-06,0.99999344
538,1.0,2.8423597e-06,0.99999714
539,1.0,2.2999967e-07,0.99999976
540,1.0,1.3074484e-05,0.9999869
541,0.0,0.99999976,2.1489377e-07
542,1.0,5.0128606e-06,0.999995
543,1.0,4.7685944e-07,0.9999995
544,0.0,1.0,4.0459955e-08
545,1.0,3.5265668e-05,0.9999647
546,0.0,0.9999969,3.1452958e-06
547,1.0,3.7096297e-07,0.99999964
548,1.0,1.4711627e-05,0.99998534
549,1.0,7.5704565e-07,0.9999993
550,1.0,6.831137e-07,0.9999993
551,1.0,8.339729e-06,0.99999166
552,1.0,2.933355e-06,0.999997
553,0.0,0.999997,3.0302501e-06
554,1.0,6.1131277e-06,0.9999939
555,1.0,8.463837e-07,0.99999917
556,1.0,2.3264359e-07,0.99999976
557,1.0,1.5723602e-06,0.99999845
558,1.0,6.2040554e-06,0.9999938
559,1.0,1.7445067e-06,0.9999982
560,1.0,7.2617468e-06,0.9999927
561,1.0,0.00011487508,0.9998851
562,1.0,5.287593e-05,0.9999471
563,1.0,9.667672e-07,0.99999905
564,0.0,0.9999994,5.512296e-07
565,0.0,0.99999964,3.180085e-07
566,0.0,0.99999964,3.3383884e-07
567,0.0,1.0,7.939368e-09
568,0.0,0.99999547,4.4775447e-06
569,1.0,9.263253e-05,0.9999074
570,0.0,0.9999989,1.1300207e-06
571,1.0,1.6590841e-06,0.99999833
572,0.0,0.99999285,7.15789e-06
573,0.0,0.99998605,1.3949117e-05
574,0.0,0.9999995,5.2037603e-07
575,1.0,1.2261565e-05,0.9999877
576,1.0,7.42563e-05,0.99992573
577,0.0,0.9999974,2.5885686e-06
578,1.0,3.013363e-07,0.99999964
579,0.0,1.0,4.3165413e-10
580,0.0,1.0,6.2329386e-10
581,1.0,9.163701e-06,0.9999908
582,0.0,0.9999988,1.2293028e-06
583,1.0,8.511907e-06,0.99999154
584,1.0,5.915512e-07,0.9999994
585,1.0,0.0001922847,0.9998078
586,0.0,0.9999989,1.1304626e-06
587,1.0,0.00012170066,0.9998783
588,1.0,1.7768047e-06,0.9999982
589,1.0,9.288687e-07,0.99999905
590,1.0,3.8846515e-06,0.99999607
591,0.0,1.0,3.3251503e-08
592,1.0,2.1617961e-06,0.99999785
593,1.0,3.702568e-06,0.9999963
594,1.0,8.506418e-07,0.99999917
595,1.0,6.789468e-06,0.9999932
596,1.0,1.0815482e-06,0.9999989
597,1.0,1.2391639e-05,0.9999876
598,1.0,5.0145107e-05,0.9999498
599,1.0,1.9925583e-06,0.999998
600,1.0,3.2545718e-06,0.9999968
601,1.0,4.30454e-06,0.9999957
602,1.0,1.8312076e-06,0.9999982
603,1.0,4.852547e-07,0.9999995
604,1.0,1.5324557e-06,0.99999845
605,1.0,2.5377756e-06,0.9999975
606,1.0,0.00015089884,0.9998491
607,1.0,8.733509e-06,0.9999913
608,0.0,1.0,2.084687e-12
609,0.0,1.0,5.2209237e-10
610,1.0,4.5141596e-07,0.9999995
611,1.0,2.1878916e-05,0.99997807
612,1.0,5.8733353e-06,0.99999416
613,0.0,0.9999957,4.2874926e-06
614,0.0,1.0,1.601339e-08
615,1.0,4.6098412e-05,0.99995387
616,1.0,5.4832715e-05,0.99994516
617,1.0,5.4436924e-07,0.9999994
618,1.0,3.4169876e-05,0.9999658
619,1.0,9.632025e-06,0.99999034
620,0.0,0.99999976,2.3296174e-07
621,0.0,1.0,1.3149462e-08
622,1.0,1.2173899e-06,0.9999988
623,1.0,1.2276134e-06,0.9999988
624,1.0,9.62922e-07,0.99999905
625,1.0,8.712399e-05,0.99991286
626,1.0,7.728742e-07,0.9999993
627,0.0,1.0,1.5211435e-11
628,1.0,1.2794188e-06,0.9999987
629,1.0,1.7262541e-06,0.99999833
630,0.0,1.0,4.0751086e-08
631,0.0,0.99999607,3.8806306e-06
632,1.0,5.0358318e-05,0.9999497
633,0.0,0.9999951,4.908787e-06
634,0.0,0.9999932,6.7361498e-06
635,0.0,0.9999882,1.1744242e-05
636,1.0,7.887614e-07,0.99999917
637,0.0,1.0,5.4636495e-10
638,1.0,1.2280982e-06,0.9999988
639,1.0,0.00013596553,0.999864
640,0.0,1.0,3.5947634e-11
641,1.0,3.2966434e-06,0.99999666
642,1.0,1.2538044e-06,0.9999987
643,1.0,1.0305768e-06,0.9999989
644,1.0,4.250526e-06,0.9999957
645,1.0,2.3621217e-06,0.9999976
646,0.0,1.0,9.26176e-09
647,0.0,0.99997115,2.890714e-05
648,1.0,3.1425043e-06,0.9999969
649,1.0,0.0002393847,0.99976057
650,1.0,1.0727841e-05,0.9999893
651,1.0,5.7985505e-07,0.9999994
652,1.0,1.5235567e-05,0.99998474
653,1.0,7.1776863e-06,0.99999285
654,1.0,9.124733e-08,0.9999999
655,1.0,1.07281885e-05,0.9999893
656,1.0,1.774725e-06,0.9999982
657,1.0,4.617673e-05,0.99995387
658,1.0,9.840342e-05,0.99990153
659,1.0,2.672512e-06,0.9999974
660,0.0,0.99999166,8.339984e-06
661,1.0,4.625377e-05,0.99995375
662,1.0,1.4674289e-06,0.99999857
663,1.0,6.0668044e-06,0.9999939
664,1.0,2.3014956e-05,0.999977
665,0.0,1.0,2.0250274e-08
666,1.0,2.8816658e-06,0.99999714
667,0.0,1.0,2.3175732e-08
668,0.0,1.0,2.6546904e-11
669,1.0,6.793962e-07,0.9999993
670,0.0,0.99998367,1.6368962e-05
671,1.0,3.7767861e-06,0.9999962
672,1.0,8.840022e-05,0.99991155
673,1.0,1.0030562e-06,0.99999905
674,1.0,7.195812e-05,0.999928
675,1.0,2.7306205e-06,0.99999726
676,1.0,3.243433e-05,0.9999676
677,1.0,1.5796692e-06,0.99999845
678,1.0,4.0315303e-05,0.9999597
679,0.0,0.99996626,3.3754703e-05
680,1.0,4.005508e-07,0.99999964
681,1.0,1.4030428e-06,0.99999857
682,1.0,8.4334415e-06,0.99999154
683,1.0,1.899975e-06,0.9999981
684,0.0,1.0,3.3122387e-11
685,1.0,2.2587703e-06,0.99999774
686,1.0,1.4259859e-06,0.99999857
687,1.0,1.0685442e-06,0.9999989
