id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6
37,5.0,6.160821e-07,7.470535e-07,3.3482327e-05,5.070547e-07,4.6272967e-06,0.9999534,6.732638e-06
38,5.0,0.008272338,0.01900359,0.15605596,0.007124244,0.2070771,0.6004744,0.0019923218
39,2.0,0.015245022,0.06276945,0.56929046,0.015957559,0.04197369,0.291537,0.0032268171
40,5.0,1.608744e-05,3.4257413e-05,0.000101266596,2.4067198e-05,0.00020719136,0.99926883,0.00034821124
41,0.0,0.13249484,0.03763769,0.23057379,0.010977735,0.5633074,0.022170944,0.0028376083
42,5.0,0.005404686,0.008544783,0.049031477,0.002567633,0.10877296,0.8138806,0.011797953
43,4.0,0.030010946,0.09654294,0.15755896,0.010523749,0.6111014,0.057225313,0.037036728
44,5.0,0.000105455176,0.00013414855,0.0032026563,7.128055e-05,0.006131257,0.99024427,0.00011090282
45,5.0,0.06844181,0.028948864,0.20058063,0.042065673,0.10844966,0.5448032,0.0067102676
46,0.0,0.027328283,0.010659388,0.15032594,0.002569655,0.5665107,0.24059376,0.0020122747
47,5.0,0.00012234578,0.00015320037,0.0018733824,9.169612e-05,0.0043507414,0.9933124,9.6221884e-05
48,6.0,0.51321465,0.27353954,0.12444383,0.043448124,0.012214292,0.0043821274,0.028757451
49,5.0,0.00020684279,8.544138e-05,0.0063690683,3.7866466e-05,0.018518765,0.9747575,2.4595336e-05
50,5.0,1.1471108e-05,3.129993e-05,0.00019397099,3.0166972e-05,3.069143e-05,0.9996092,9.320358e-05
51,5.0,8.67845e-05,0.0003483046,0.00027680318,0.00025694893,0.000303499,0.99794,0.0007875601
52,5.0,0.0008731403,0.0008620413,0.0076235966,0.000325445,0.16583112,0.8238528,0.000631908
53,5.0,7.2594856e-05,0.00044712477,0.00014026774,0.0004663227,4.5528843e-05,0.99792814,0.00089995377
54,5.0,0.0005783471,0.0003531392,0.0037085926,0.00013456818,0.0074382485,0.9872251,0.0005619908
55,5.0,7.86144e-05,0.00010964731,0.0017556549,2.6664886e-05,0.016229568,0.9817622,3.7612444e-05
56,5.0,0.0047167004,0.010237429,0.006005113,0.0044458127,0.004791935,0.9660996,0.003703452
57,5.0,1.223311e-07,9.0243205e-08,8.804292e-06,2.9590948e-08,5.254987e-06,0.9999838,1.9318893e-06
58,4.0,0.005840689,0.008181596,0.18146586,0.00333921,0.60300475,0.19108954,0.0070783063
59,5.0,0.0003166168,0.00025136746,0.005384968,7.732269e-05,0.06122239,0.93256533,0.0001820109
60,4.0,0.0021157234,0.0035337214,0.01888941,0.0010303846,0.73882926,0.23389094,0.0017105603
61,5.0,3.1569078e-07,2.6687644e-07,2.5157402e-05,9.43938e-08,7.309905e-06,0.9998344,0.00013239327
62,5.0,3.7033296e-06,2.7170263e-06,4.0433973e-05,1.6642907e-06,8.086228e-05,0.9998272,4.344722e-05
63,5.0,0.0021435162,0.031062374,0.009966257,0.0034919116,0.005778129,0.94375366,0.0038041938
64,5.0,4.4686687e-05,0.0001215046,0.00038601863,7.304254e-05,0.000249385,0.9990314,9.400079e-05
65,5.0,6.2584615e-05,3.4246837e-05,0.002748147,1.1534242e-05,0.024449678,0.972398,0.0002958633
66,5.0,8.828308e-07,8.3070347e-07,2.2183604e-05,3.2349985e-07,8.76067e-06,0.99993885,2.8117818e-05
67,5.0,0.0017345761,0.00086521485,0.011771833,0.00097124244,0.0126468325,0.97163165,0.00037866866
68,5.0,0.01858577,0.03670824,0.24039228,0.0059209494,0.24871734,0.3906545,0.0590209
69,5.0,0.23721045,0.2006152,0.20667022,0.05046104,0.17470159,0.119442575,0.010898892
70,5.0,1.0062098e-05,6.352671e-05,3.097468e-05,7.3799245e-05,7.004963e-06,0.9997149,9.971191e-05
71,5.0,0.019522812,0.057459332,0.13600592,0.017905425,0.0074914247,0.7575056,0.004109517
72,5.0,3.9392844e-06,8.834689e-06,1.5801592e-05,3.6233087e-06,2.4188716e-05,0.9998665,7.717016e-05
73,5.0,0.0006612193,0.003935207,0.0015449473,0.0031658434,0.0005030925,0.9791728,0.011016829
74,2.0,0.040892866,0.024979685,0.26007822,0.010334304,0.5316124,0.12920739,0.0028951375
75,5.0,0.00037202085,0.00073843705,0.0020162582,0.00046297043,0.0018755741,0.99409336,0.00044133764
76,5.0,0.0010364193,0.0010737734,0.017530039,0.0007510554,0.013136851,0.966057,0.00041481724
77,5.0,0.00064622046,0.0011288803,0.0020153048,0.00036440406,0.0013093785,0.9938545,0.000681291
78,4.0,0.036121108,0.008589559,0.015965316,0.0022259806,0.91871685,0.016146094,0.0022350838
79,5.0,1.07677344e-07,7.163233e-08,9.502628e-06,5.0864436e-08,5.786188e-06,0.9999827,1.7842859e-06
80,5.0,2.3830558e-05,7.4331288e-06,0.00029137827,2.5153422e-06,0.005771959,0.99379843,0.000104393686
81,5.0,0.0001768644,0.00048210242,0.0010565765,0.00044905444,0.0004044785,0.99616975,0.0012611572
82,2.0,0.004271977,0.0037147806,0.24282892,0.0013456603,0.43562594,0.31206176,0.00015103535
83,2.0,0.030569926,0.02947252,0.46688095,0.007489326,0.4185936,0.04565836,0.0013352351
84,5.0,0.00029660258,7.299166e-05,0.0035085564,3.2613454e-05,0.09728236,0.87453526,0.024271585
85,5.0,0.008538496,0.023939757,0.061404694,0.0067732492,0.078207485,0.590917,0.23021935
86,5.0,6.949518e-05,0.00036467816,0.016532399,0.00022641136,0.021399885,0.9611441,0.00026299918
87,5.0,0.0008264925,0.00070402154,0.003817317,0.00037751687,0.043001246,0.94555855,0.0057147946
88,5.0,3.6091522e-05,4.35778e-05,0.0037523624,2.4178207e-05,0.0032296495,0.99291223,1.992341e-06
89,5.0,5.0112318e-05,6.082495e-05,0.0013591315,2.2916587e-05,0.010873716,0.98760104,3.2212178e-05
90,5.0,0.008583794,0.2627527,0.09207715,0.021452347,0.018277287,0.54872876,0.048127927
91,5.0,3.176658e-05,5.1289957e-05,0.0005056492,2.3867791e-05,0.00031859556,0.99895334,0.00011546482
92,5.0,2.4912206e-05,4.8128928e-05,0.000874708,1.92471e-05,0.002038192,0.9966338,0.00036101858
93,5.0,0.0037917485,0.012115974,0.06756774,0.0052040424,0.23574382,0.6633449,0.012231734
94,5.0,0.00022709674,0.00041194205,0.0038258962,8.235306e-05,0.0050534327,0.990337,6.23087e-05
95,4.0,0.083980925,0.08001278,0.24339499,0.027242983,0.44222727,0.11523327,0.007907814
96,2.0,0.016596105,0.0187412,0.7035156,0.0057272096,0.23221618,0.022467071,0.00073665136
97,4.0,0.026250456,0.032000985,0.17370144,0.007131167,0.49521294,0.1309474,0.1347556
98,5.0,0.010772777,0.0047031636,0.015770048,0.010596379,0.0123995375,0.9438943,0.0018638388
99,5.0,6.27934e-08,7.335749e-08,9.567886e-06,2.0492967e-08,6.8866774e-07,0.99998486,4.709575e-06
100,4.0,0.0077144024,0.025584362,0.1048654,0.006386517,0.5503186,0.28758892,0.017541787
101,5.0,8.982746e-06,1.2332245e-05,0.00023728974,5.129855e-06,0.000280538,0.9993861,6.957277e-05
102,5.0,2.5067766e-05,7.505273e-05,0.000104746294,0.00013635069,4.786793e-05,0.9994838,0.00012707815
103,5.0,0.0019797154,0.000771209,0.011064826,0.00014945836,0.33494908,0.6479462,0.0031395098
104,2.0,0.008172204,0.0048674243,0.13820717,0.0021046766,0.31316045,0.52694196,0.006546117
105,5.0,0.00020176638,0.00042302132,0.00043528742,0.00067226763,0.00024888202,0.9975101,0.000508757
106,2.0,0.0070340033,0.004989078,0.646288,0.0033108408,0.14417113,0.19382446,0.00038254043
107,2.0,0.08071059,0.29664403,0.51368684,0.036593974,0.01641671,0.043706123,0.012241736
108,2.0,0.12199277,0.12960462,0.5469253,0.022048846,0.13774177,0.036319103,0.0053675817
109,5.0,9.612137e-05,0.00034749965,0.00017419444,0.00034275645,6.4572974e-05,0.99864286,0.00033200142
110,4.0,0.0030605546,0.0027398996,0.022288194,0.000582641,0.75474864,0.21605615,0.00052395754
111,4.0,0.002126501,0.0016249691,0.07862227,0.0010046038,0.25381717,0.65846723,0.0043372735
112,5.0,0.0059431233,0.008466932,0.049856544,0.0020961633,0.11172267,0.8216029,0.000311634
113,5.0,0.00035760613,0.0027627468,0.00040982894,0.0021651955,7.410142e-05,0.989082,0.0051486837
114,5.0,0.0024986644,0.0014636696,0.048063047,0.0002821032,0.11653222,0.59962404,0.23153631
115,5.0,0.008737536,0.003664015,0.08127516,0.0016256348,0.15364014,0.75084984,0.00020761383
116,5.0,0.00016295348,0.00021809619,0.0095745,0.00012245013,0.046832766,0.94307196,1.728533e-05
117,5.0,0.00044222013,0.0023818954,0.024015136,0.0015017192,0.010851317,0.9603737,0.00043402385
118,5.0,1.13078535e-07,7.696967e-08,1.1142049e-05,1.9725526e-08,2.298201e-05,0.9999616,4.047774e-06
119,5.0,0.00222155,0.0033795554,0.07255496,0.001269868,0.15476471,0.76535463,0.00045481205
120,5.0,5.628147e-06,6.462254e-06,8.0375175e-05,2.8718443e-06,0.00013791815,0.99955577,0.0002110211
121,5.0,1.0548449e-06,3.0829012e-06,5.626183e-05,1.625886e-06,4.736431e-06,0.9999014,3.1750154e-05
122,5.0,1.3854645e-05,1.6985641e-05,5.7949208e-05,9.701571e-06,0.00016157693,0.9996488,9.113361e-05
123,5.0,0.0003556742,0.00053888845,0.016015852,0.0002591981,0.054228775,0.9273911,0.0012105089
124,5.0,0.0014903318,0.0019330706,0.0031325154,0.0014802607,0.0050402163,0.98560613,0.0013173448
125,5.0,0.00036792993,0.0002877345,0.0041903486,7.482773e-05,0.033749275,0.9611464,0.00018348741
126,5.0,3.5040608e-05,0.00030423878,0.00064233365,5.2615975e-05,0.00087993627,0.99787045,0.00021537191
127,5.0,8.818029e-05,0.00025126626,0.00027054027,0.00033002632,0.00018156668,0.9987317,0.00014676442
128,5.0,0.009942969,0.036746886,0.08483221,0.008669361,0.20872863,0.6445346,0.006545372
129,5.0,7.4061154e-06,6.123188e-05,0.00046786628,2.4689738e-05,0.0014463223,0.99789494,9.743752e-05
130,5.0,0.00019878555,0.00040084924,0.00293664,0.00015299159,0.0029312233,0.9931363,0.00024323197
131,5.0,8.194514e-06,7.328861e-06,0.00038503495,5.0100657e-06,6.305092e-05,0.99932885,0.00020252075
132,5.0,2.3130302e-05,1.985893e-05,0.0022487964,9.816934e-06,0.0055015916,0.9921923,4.494468e-06
133,2.0,0.00566288,0.009317697,0.5345012,0.005718586,0.044236355,0.39978847,0.00077478564
134,5.0,9.022023e-05,0.00015957815,0.0005531009,8.11029e-05,0.00081709656,0.9979235,0.0003753681
135,4.0,0.00077945436,0.00043586627,0.012994966,0.00017223388,0.8583502,0.12698665,0.00028059262
136,4.0,0.00950522,0.008021012,0.036796927,0.0013911411,0.9347108,0.0074964864,0.0020784757
137,5.0,0.0012341948,0.0019796623,0.038779486,0.00139247,0.008626366,0.94787025,0.00011761006
138,5.0,2.2179152e-06,5.1801017e-06,3.3904893e-05,2.6039738e-06,1.238644e-05,0.9998312,0.000112541034
139,5.0,0.0012850693,0.0012991638,0.0029746904,0.00029140935,0.020892013,0.97065383,0.0026038059
140,5.0,6.481111e-05,0.0002589788,0.0005856807,0.00021114669,0.00017431492,0.9985266,0.00017846025
141,4.0,0.0028064365,0.002059912,0.020397402,0.00046872563,0.8730486,0.057149466,0.0440695
142,3.0,0.14179532,0.019764205,0.75248384,0.018511498,0.056804713,0.00850222,0.0021382214
143,1.0,0.1545913,0.4662145,0.059368514,0.03483163,0.124603376,0.030698203,0.1296925
144,2.0,0.00095303217,0.0036617033,0.18142702,0.0030022087,0.04234697,0.76648694,0.0021220422
145,1.0,0.49923405,0.2454058,0.042136803,0.025803886,0.16745536,0.011175969,0.008788167
146,5.0,0.0032744647,0.0077300076,0.029133735,0.004897289,0.0036462643,0.9474712,0.0038470489
147,5.0,6.8993984e-05,0.00014456348,0.00031112283,6.23819e-05,0.0004631209,0.99785113,0.001098814
148,5.0,0.0029675134,0.014407874,0.052908912,0.003355981,0.0136438,0.9119093,0.00080655294
149,5.0,0.00044812687,0.00042836487,0.0038528892,9.750087e-05,0.029789647,0.96501255,0.0003708389
150,5.0,0.0014340953,0.0011143419,0.029165138,0.00047308244,0.11521358,0.84893715,0.0036625448
151,5.0,0.00017601615,0.0003918213,0.0036286789,0.00016679852,0.0015065823,0.9908193,0.0033108385
152,1.0,0.08486721,0.6410491,0.020560987,0.043482974,0.0034047107,0.04524815,0.1613869
153,2.0,0.061691944,0.19198936,0.24230686,0.023753783,0.2250643,0.21701626,0.03817743
154,5.0,0.0018573332,0.0033990392,0.0052498123,0.004298421,0.003438914,0.97713155,0.004624838
155,5.0,0.0070867673,0.009930611,0.061641645,0.002712215,0.06423441,0.78293884,0.071455576
156,4.0,0.0010709893,0.00059567194,0.005932623,0.00024041058,0.115201175,0.8766896,0.00026951145
157,2.0,0.00022135266,0.0007465703,0.7161483,0.0006746058,0.016892193,0.26525098,6.602143e-05
158,4.0,0.0074677067,0.012754266,0.04881171,0.0016981369,0.7028032,0.044958983,0.18150604
159,5.0,0.0019134083,0.002134484,0.013660983,0.00090200984,0.11943898,0.8359681,0.025982
160,4.0,0.005865054,0.0023388506,0.02787525,0.0006360712,0.8687304,0.09390457,0.00064973533
161,5.0,2.7158765e-05,0.00013353767,0.00031727157,6.4790256e-05,8.5144224e-05,0.9992568,0.000115284536
162,5.0,0.0029292502,0.007133151,0.016279783,0.00112778,0.04118814,0.92596215,0.0053796936
163,5.0,0.0011617073,0.0016495506,0.004980079,0.00065344764,0.010451464,0.9792555,0.0018482339
164,5.0,0.0017005847,0.004851005,0.013726222,0.0017702752,0.15695457,0.8188314,0.0021659315
165,5.0,0.000752464,0.0037684082,0.09352009,0.0022099859,0.006536436,0.89226604,0.0009465203
166,4.0,0.09137025,0.06673608,0.058833446,0.010853469,0.7344427,0.022174405,0.015589657
167,5.0,0.030828696,0.05988451,0.03032659,0.025224205,0.072882846,0.7124898,0.068363376
168,5.0,0.0035021002,0.0034798926,0.0362934,0.0010991257,0.43050933,0.5209997,0.0041163657
169,5.0,0.054009564,0.10167463,0.15839392,0.041119866,0.057289537,0.5800418,0.0074706613
170,5.0,8.6661785e-05,0.0002467604,0.00018441974,0.00023210704,0.000494525,0.99861336,0.00014206645
171,4.0,0.0022139526,0.0018254287,0.01089727,0.00032995283,0.9668258,0.017381933,0.0005257149
172,5.0,1.463132e-07,8.547352e-09,1.2049959e-05,3.399915e-09,0.0011728478,0.998803,1.1981926e-05
173,5.0,0.0007574556,0.001130073,0.02081018,0.0008389448,0.09286574,0.88300776,0.000589801
174,5.0,0.0027325908,0.0076207696,0.07763209,0.0025195146,0.109758936,0.75206053,0.047675584
175,5.0,0.001586384,0.0017232554,0.0042897207,0.000961267,0.013764984,0.97714305,0.00053132576
176,5.0,3.45502e-07,8.159681e-07,2.3437507e-05,4.6876323e-07,2.1927635e-06,0.99996746,5.2363966e-06
177,5.0,1.09167e-06,9.031612e-07,4.042104e-05,3.3780452e-07,4.390714e-05,0.99989927,1.4001682e-05
178,5.0,4.4407472e-05,5.7660338e-05,0.0022429943,1.915885e-05,0.017463567,0.9785259,0.0016463541
179,5.0,0.021382347,0.58023185,0.109256305,0.01759108,0.0026954222,0.2074801,0.06136287
180,4.0,0.0013498435,0.00045938074,0.0093410155,0.00014385833,0.9338527,0.053152516,0.0017007383
181,2.0,0.05500618,0.037764702,0.28597024,0.039101887,0.01123204,0.5692912,0.0016337896
182,4.0,8.044313e-05,1.9074858e-05,0.0006874756,3.3433912e-06,0.9723684,0.026659593,0.00018167184
183,1.0,0.19106518,0.3441925,0.23686284,0.04221467,0.077027224,0.08746548,0.02117209
184,5.0,7.1635004e-05,7.0118534e-05,0.0011103207,2.1536664e-05,0.0018682929,0.996825,3.322317e-05
185,5.0,7.590556e-07,1.7433813e-06,1.2923175e-05,7.1079364e-07,6.319039e-06,0.9999385,3.904613e-05
186,5.0,8.0514976e-05,0.00025542115,0.006414854,0.0001342484,0.0019788768,0.9903003,0.00083572004
187,0.0,0.50329596,0.22162035,0.09676423,0.06679092,0.021995192,0.041004624,0.04852874
188,5.0,4.802798e-06,1.8785986e-05,3.3832068e-05,1.2444378e-05,9.7736765e-06,0.99989057,2.9816201e-05
189,5.0,0.004966489,0.009597767,0.085692346,0.0027364881,0.15828128,0.69040626,0.04831936
190,5.0,0.00016686339,0.00029809147,0.0038851625,7.694474e-05,0.005196518,0.99020875,0.00016770636
191,5.0,0.01639786,0.048618216,0.07196833,0.009327991,0.01828239,0.83340746,0.001997783
192,1.0,0.042915814,0.77390105,0.021809923,0.030760106,0.00282074,0.08066554,0.04712676
193,5.0,2.1715116e-05,7.1116265e-06,0.00019946636,2.691598e-06,0.0063969856,0.99328125,9.070142e-05
194,5.0,7.609597e-05,0.00032768334,0.00084960804,0.00017140496,0.00012809792,0.99067724,0.0077698287
195,2.0,0.004335409,0.0039011408,0.4902693,0.0023466821,0.20034486,0.29845583,0.00034674437
196,1.0,0.23053959,0.3218778,0.31045216,0.035767816,0.032287885,0.049330734,0.019743992
197,5.0,5.4503364e-08,2.8400343e-08,5.748858e-06,1.0183749e-08,7.1653717e-06,0.9999856,1.4612124e-06
198,4.0,0.0011592065,0.0012277548,0.033296946,0.00060838775,0.16452229,0.79865324,0.0005321344
199,5.0,0.0012033568,0.0051758527,0.06698524,0.003138993,0.015788447,0.9049526,0.0027556464
200,4.0,0.09803139,0.11152853,0.09657936,0.03157634,0.5714739,0.069603,0.02120743
201,5.0,4.702539e-07,1.0603738e-07,3.0033916e-05,6.4901e-08,0.00024831868,0.9997148,6.111789e-06
202,5.0,4.1085027e-06,4.5316554e-07,0.00011454875,1.1714576e-07,0.008342104,0.9914675,7.1222756e-05
203,1.0,0.40396369,0.3934239,0.059356067,0.032851912,0.06595136,0.032713678,0.011739409
204,4.0,0.014891225,0.036732223,0.21919198,0.0131387925,0.36786342,0.32799748,0.020184904
205,4.0,0.26638684,0.053335395,0.1480519,0.038553435,0.46397316,0.021437783,0.008261558
206,4.0,0.019032376,0.08219419,0.045959603,0.006131098,0.71136636,0.09750188,0.037814517
207,5.0,0.0003042813,0.00017357079,0.012955643,0.0001092332,0.07383498,0.9119625,0.00065964565
208,5.0,0.0009892803,0.0041409666,0.026811516,0.0019398384,0.038547687,0.9269764,0.0005944635
209,5.0,1.049193e-06,3.5081717e-07,2.0556403e-05,8.555782e-08,9.00709e-05,0.9998791,8.736645e-06
210,5.0,0.0012201503,0.0003084549,0.0195817,0.00012864902,0.21670194,0.7514731,0.010586024
211,5.0,0.0002065983,0.00041053063,0.0010864154,0.0008521027,0.00042980647,0.9948495,0.002164914
212,2.0,0.07855682,0.02226776,0.26216215,0.008697053,0.4420858,0.18445833,0.0017720815
213,6.0,0.01346114,0.013875842,0.07403445,0.00239028,0.5369449,0.14148104,0.2178123
214,5.0,0.019100007,0.012463585,0.020345954,0.0066930577,0.07978885,0.85835516,0.0032534401
215,5.0,1.3976713e-06,8.198718e-07,4.2230724e-05,3.617142e-07,1.1543773e-05,0.9999279,1.5794909e-05
216,5.0,0.0022976785,0.006672487,0.01645684,0.004261655,0.0029227838,0.9629403,0.0044483137
217,5.0,0.0026947057,0.0075462614,0.009181798,0.0017126068,0.021939239,0.9540688,0.00285665
218,5.0,2.566367e-05,2.3475144e-05,0.0006987392,6.971749e-06,0.00062359334,0.9941089,0.0045126537
219,5.0,6.472215e-05,4.7837537e-05,0.0017490946,2.3825938e-05,0.0019051285,0.9953793,0.00083011534
220,5.0,3.030017e-07,2.6400798e-07,3.0181815e-05,1.3956374e-07,2.36241e-05,0.99994075,4.8082916e-06
221,1.0,0.06400456,0.10317239,0.18589693,0.057690285,0.034116298,0.5475046,0.00761496
222,4.0,0.005190311,0.004898556,0.018539071,0.0012425495,0.8825179,0.07629535,0.01131624
223,5.0,0.0067654587,0.011968605,0.03731172,0.0033533475,0.04388888,0.8954831,0.0012289195
224,2.0,0.04033104,0.2120866,0.39889157,0.025525987,0.15799035,0.15948717,0.00568724
225,5.0,1.6777461e-06,3.844254e-06,2.4894818e-05,4.9429173e-06,5.541705e-06,0.9999449,1.4257456e-05
226,5.0,1.5969038e-06,2.661284e-06,6.5127395e-05,1.1148568e-06,1.8369325e-05,0.9998671,4.40695e-05
227,5.0,2.2627786e-05,2.14043e-05,0.00018864773,1.6830336e-05,0.00036153276,0.99902403,0.00036487493
228,5.0,9.0030335e-05,5.2696992e-05,0.0013084385,1.6475728e-05,0.027058847,0.9712911,0.00018244736
229,5.0,9.535642e-05,7.050689e-05,0.0036412785,2.7346923e-05,0.012480202,0.9832428,0.0004424649
230,2.0,0.008346103,0.0061913463,0.3547785,0.002359934,0.4741892,0.15381075,0.0003241482
231,5.0,9.074387e-06,2.8689185e-06,0.0005709451,1.8068315e-06,0.00094740296,0.9978283,0.0006396208
232,5.0,0.0014480428,0.0041645947,0.016508577,0.0014591287,0.042911354,0.9276914,0.0058169183
233,5.0,1.9205398e-05,2.3128008e-05,0.00028023604,1.3342897e-05,0.00018879618,0.9994241,5.1287952e-05
234,5.0,0.00032803562,0.0005772791,0.008586161,0.00022183196,0.027421396,0.96158886,0.001276419
235,5.0,1.9201734e-06,1.7702141e-06,3.2702384e-05,6.050974e-07,1.1888551e-05,0.9999318,1.9242972e-05
236,5.0,9.169636e-07,1.0672568e-06,6.258631e-05,4.8318327e-07,8.987491e-06,0.9999168,9.190292e-06
237,2.0,0.02923052,0.05321682,0.16846472,0.012539914,0.10264521,0.07882656,0.5550762
238,4.0,0.12410509,0.04218413,0.12482941,0.01905396,0.66423094,0.018354688,0.007241744
239,4.0,7.118802e-05,3.0640124e-06,0.00081348326,9.816013e-07,0.99427456,0.0020284408,0.0028081855
240,2.0,0.013623083,0.0123925805,0.38107505,0.004031497,0.46660873,0.106385395,0.015883649
241,4.0,0.02149307,0.019933052,0.031603787,0.007837908,0.46080118,0.39014277,0.06818826
242,5.0,1.2984926e-06,1.2811807e-06,2.760862e-05,5.9962474e-07,9.613527e-05,0.9998356,3.737406e-05
243,5.0,9.996307e-06,2.499326e-05,0.00058704853,1.9698555e-05,3.7863356e-05,0.99927396,4.648491e-05
244,1.0,0.57754904,0.3198126,0.0589402,0.022923905,0.004896441,0.002107653,0.013770228
245,2.0,0.111592405,0.26682755,0.21206805,0.053991877,0.13367596,0.20915301,0.012691135
246,2.0,0.0032882418,0.015296192,0.58707696,0.006523706,0.018204048,0.3688392,0.000771677
247,5.0,0.006123251,0.04070748,0.22748618,0.010432575,0.10875184,0.5758432,0.030655442
248,5.0,2.8931712e-05,6.873506e-05,0.0009751917,2.814977e-05,0.012015782,0.9868292,5.4000695e-05
249,5.0,0.0012488045,0.001092977,0.007624444,0.0006102036,0.026082039,0.96202624,0.0013153414
250,5.0,0.00029298067,3.7977246e-05,0.0026036145,1.2622765e-05,0.47495022,0.5203013,0.0018012916
251,1.0,0.55567807,0.21024378,0.11250106,0.042847537,0.037852515,0.016622819,0.024254173
252,5.0,1.9073288e-05,2.6853433e-05,0.00097128324,1.1205905e-05,0.0036532304,0.99502385,0.00029457943
253,5.0,1.1035174e-05,1.5661532e-05,0.00019792056,9.894196e-06,5.6634493e-05,0.9991204,0.0005885044
254,0.0,0.4168128,0.08190272,0.10481636,0.045041848,0.27997997,0.039574828,0.031871434
255,5.0,0.0009870516,0.0012173736,0.014380582,0.0004979203,0.21495485,0.7651007,0.0028615554
256,0.0,0.27109647,0.18296428,0.039644748,0.02484775,0.438882,0.03246182,0.01010291
257,5.0,0.0004396198,0.00052433246,0.008894299,0.0001670246,0.05958315,0.9302928,9.8782766e-05
258,2.0,0.015264178,0.015740525,0.8627729,0.009450608,0.0240884,0.07156691,0.0011164353
